user,dataset,FromMe,ToCcPosition,HasAttachments,BodyLength,SubjectLength,SubjectPrefix,Sender,Recipient,repliedTo
User6AACED,Train,0.0,FirstOnCcLine,0.0,257-512,33-64,re,User22915E4,User22915E4;User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User30119DF,User24BF0DD;User6D9D956,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User24BF0DD,User30119DF;User6D9D956,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User2C744E1,User24BF0DD;User30119DF;User6D9D956,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User24BF0DD,User2C744E1;User30119DF;User6D9D956,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User24BF0DD,User2C744E1;User30119DF;User6D9D956,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User2C744E1,User24BF0DD;User30119DF;User6D9D956,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,User455D255,User6D9D956,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User4A9B6BF,User455D255;User6D9D956,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User2C744E1,User455D255;User4A9B6BF;User6D9D956,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User2C744E1,User455D255;User4A9B6BF;User6D9D956,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,UserA02FFE4,User6D9D956;UserA67F4B7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User8EEFC6,User6D9D956;UserA02FFE4;UserA67F4B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserBB0C83F,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,User1EB767A,User52CC1F5;UserE360655,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserB10163B,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,65-128,5-8,no prefix,UserB6543E0,User6AACED,True
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,5-8,re,UserB6543E0,User6AACED,True
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,5-8,re,UserB6543E0,User6AACED,True
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,5-8,re,UserB6543E0,User6AACED,True
User6AACED,Train,0.0,FirstOnCcLine,1.0,257-512,5-8,fw,UserB6543E0,User33D22E6;User6AACED;UserEC0C231,False
User6AACED,Train,0.0,FirstOnCcLine,0.0,513-1023,5-8,re,User33D22E6,User6AACED;UserB6543E0;UserEC0C231,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User2662060,User2878E64;User52DBB2;UserC6F52BB,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User84B716E,User9E4A1C3,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,no prefix,User6D8EB3D,User90A32A4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,re,User3ED8E80,User90A32A4,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserB10163B,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,65-128,9-16,re,User49C5B2A,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,re,User1D456D6,User19A1979;User2E9D8B2;User400530F;User786F32B;UserB2B36FC;UserBC9C49C;UserC34500B;UserDBBC7A9;UserDE07DE2;UserEECE4A0,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,re,User1D456D6,User19A1979;User2E9D8B2;User400530F;User786F32B;UserB2B36FC;UserBC9C49C;UserC34500B;UserDBBC7A9;UserDE07DE2;UserEECE4A0,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,re,UserBC9C49C,User19A1979;User1D456D6;User2E9D8B2;User400530F;User786F32B;UserB2B36FC;UserC34500B;UserDBBC7A9;UserDE07DE2;UserEECE4A0,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,1.0,257-512,17-32,no prefix,UserD478F01,User171CF4E;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User6B20643,User171CF4E;UserD478F01;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserD478F01,User171CF4E;User6B20643;UserFB5C5DA,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,User66D3EA6,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User6C01A05,User2878E64,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User6CB3691,User10E7E9F;User4AB4D10,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,UserD478F01,User171CF4E;UserFB5C5DA,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,no prefix,User3EC52E7,UserEE40FCD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,User278F294,User3EC52E7;UserEE40FCD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User30119DF,User278F294;User3EC52E7;UserEE40FCD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,User6D2C995,User278F294;User30119DF;User3EC52E7;UserEE40FCD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,User3EC52E7,User278F294;User30119DF;User6D2C995;UserEE40FCD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User4CE799C,User3EC52E7;UserEE40FCD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,>64,no prefix,UserCD54718,User4BE955B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,>64,re,UserCD54718,User4BE955B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,>64,re,User632A45C,User4BE955B;UserCD54718,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,>64,re,User2662060,User2878E64;User52DBB2;User632A45C;UserCD54718,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,re,UserCD54718,User2662060;User2878E64;User4BE955B;User52DBB2;User632A45C,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,UserB3719FD,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserA4BB8F3,User6896B03,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserD478F01,User171CF4E;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,UserF92C2B9,User171CF4E;UserD478F01;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User25BCA6A,User171CF4E;UserD478F01;UserF92C2B9;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,17-32,re,UserF92C2B9,User171CF4E;User25BCA6A;UserD478F01;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,UserD478F01,User171CF4E;User25BCA6A;UserF92C2B9;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,UserD478F01,User171CF4E;User25BCA6A;UserC33BCAF;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserC33BCAF,User171CF4E;User25BCA6A;UserD478F01;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,UserD478F01,User171CF4E;User25BCA6A;UserC33BCAF;UserFB5C5DA,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User6C9A909,User26DF064;User6C9A909;User8A4AE21;User9E4A1C3;UserD6973EB,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User6C9A909,User26DF064;User8A4AE21;User9E4A1C3;UserD6973EB,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,UserD8915CE,User6896B03;User709BAF2,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User8F8B191,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserF92C2B9,User3A28D14;User3F4CE90;User4CE799C;User4DECC44;User7105FFA;User8544E91;UserA2843D6;UserD478F01;UserDE07E94;UserE2312E6,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,UserF10CB14,User9E4A1C3;UserADCE2D9;UserED31B19,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserF10CB14,User93EFF8C;User9A66C0;User9E4A1C3;UserADCE2D9;UserB52BDB2;UserE64C2F3;UserED31B19,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,fw,User35C2FB4,User6896B03,False
User6AACED,Train,0.0,FirstOnToLine,0.0,33-64,17-32,fw,User873B3A2,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,UserB3719FD,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserB10163B,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User66C4426,User323C097;User3BF2E88;User3D3303C;User443AAE6;User86BE46B;UserDA6938C,False
User6AACED,Train,0.0,FirstOnToLine,0.0,65-128,9-16,no prefix,UserB6543E0,User6AACED,True
User6AACED,Train,0.0,FirstOnToLine,0.0,65-128,9-16,re,UserB6543E0,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User9518F7F,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,User9518F7F,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,User9518F7F,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,User9518F7F,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,User635BDB5,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User49C5B2A,User233961A;User6AACED;User8A4AE21;UserB6543E0,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,>64,re,User49C5B2A,User233961A;User6AACED;User8A4AE21;UserB6543E0,True
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User98715B3,User558F47E;User64E3981,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,UserD478F01,User171CF4E;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User28F67D4,User54C4F63;User6FB445E,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,3-4,no prefix,UserB757848,User5DEB480,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,User53EBD4D,User180735E;User43CAC43;User7525E98;User9243A92;UserA1A7721;UserB2B36FC;UserC0B94B;UserC900C1;UserE2334FD;UserEB3F37B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,fw,UserA1A7721,User43CAC43;User7525E98;User9243A92;UserB2B36FC;UserC0B94B;UserE2334FD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,re,UserDBBC7A9,User130FC2D;User43CAC43;User745986C;User7525E98;User9243A92;UserA1A7721;UserB2B36FC;UserC0B94B;UserC900C1;UserE2334FD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User53EBD4D,User14E3AB5;User180735E;User35F1927;User43CAC43;User745986C;User7525E98;User9243A92;UserA1A7721;UserB2B36FC;UserC0B94B;UserE2334FD;UserE76D84C;UserEB3F37B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,User53EBD4D,User14E3AB5;User180735E;User35F1927;User43CAC43;User745986C;User7525E98;User9243A92;UserA1A7721;UserB2B36FC;UserC0B94B;UserE2334FD;UserE76D84C;UserEB3F37B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User53EBD4D,User14E3AB5;User180735E;User35F1927;User43CAC43;User745986C;User7525E98;User9243A92;UserA1A7721;UserB2B36FC;UserC0B94B;UserE2334FD;UserE76D84C;UserEB3F37B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,User53EBD4D,User14E3AB5;User180735E;User35F1927;User43CAC43;User745986C;User7525E98;User9243A92;UserA1A7721;UserB2B36FC;UserC0B94B;UserE2334FD;UserE76D84C;UserEB3F37B,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,>64,no prefix,User8EE6CBD,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,9-16,no prefix,User511D52,UserBEA4B3D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,5-8,9-16,re,UserF37053,User511D52;UserBEA4B3D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,9-16,9-16,re,UserF37053,User511D52;UserBEA4B3D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserD8915CE,User6896B03,False
User6AACED,Train,0.0,FirstOnToLine,0.0,129-256,>64,fw,User233961A,User6AACED;UserB6543E0,True
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User398B858,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User4BB4B83,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,re,User84086D3,User1A6F198;User5DEB480,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,re,UserB757848,User1A6F198;User5DEB480;User84086D3,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User6C9A909,User26DF064;User38E3D73;User3D2683B;User6C9A909;User8A4AE21;User9E4A1C3,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,UserB3719FD,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User363AA91,User378E72,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,>64,no prefix,UserE924EF2,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,UserC34B6EE,User196F649;User233961A;User4E3B8BD;User606FC63;User8A4AE21;User9E4A1C3;UserB6543E0;UserC7E15E1;UserDCB98AE;UserF77357D;UserFD8A51A,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,UserFD8A51A,User196F649;User233961A;User4E3B8BD;User606FC63;User8A4AE21;User9E4A1C3;UserB6543E0;UserC34B6EE;UserC7E15E1;UserDCB98AE;UserF77357D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,33-64,re,UserC34B6EE,User196F649;User233961A;User2354844;User4E3B8BD;User606FC63;User8A4AE21;User8E14019;User9E4A1C3;UserB6543E0;UserC7E15E1;UserF77357D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserC33BCAF,User25BCA6A;User6B20643;User7105FFA;User851301B;UserA2843D6;UserD60BEE7;UserF15F6DB;UserF51595;UserF92C2B9;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,UserD60BEE7,User171CF4E;User25BCA6A;User7105FFA;User851301B;UserA2843D6;UserC33BCAF;UserF15F6DB;UserF51595;UserF92C2B9;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,17-32,re,User851301B,User171CF4E;User25BCA6A;User7105FFA;UserA2843D6;UserC33BCAF;UserD60BEE7;UserF15F6DB;UserF51595;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserC2598C4,User139E4E7;User171CF4E;User25BCA6A;User851301B;UserA2843D6;UserC33BCAF;UserD60BEE7;UserE0902E6;UserF15F6DB;UserF51595;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,UserF92C2B9,User139E4E7;User171CF4E;User25BCA6A;User851301B;UserA2843D6;UserC2598C4;UserC33BCAF;UserD60BEE7;UserE0902E6;UserF15F6DB;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User4CE799C,User25BCA6A;User7105FFA;User851301B;UserA2843D6;UserC33BCAF;UserD60BEE7;UserF15F6DB;UserF51595;UserF92C2B9;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,no prefix,User3DC89D4,User3366102,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,User1B14AD1,User39687CD;User83344A6;User945409C,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User1EFA2AE,User1B14AD1;User3784596;User39687CD;User83344A6;User945409C,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User3784596,User1B14AD1;User1EFA2AE;User39687CD;User4DED989;User83344A6;User945409C;UserC8978F3,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User53EBD4D,User171CF4E;User25BCA6A;UserB5D8B29;UserC33BCAF;UserD478F01;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User53EBD4D,User171CF4E;User25BCA6A;UserB5D8B29;UserC33BCAF;UserD478F01;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,5-8,33-64,re,UserD478F01,User171CF4E;User25BCA6A;UserC33BCAF;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,UserC33BCAF,User171CF4E;User25BCA6A;UserD478F01;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User53EBD4D,User171CF4E;User25BCA6A;UserB5D8B29;UserC33BCAF;UserD478F01;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User53EBD4D,User171CF4E;User25BCA6A;UserB5D8B29;UserC33BCAF;UserD478F01;UserFB5C5DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User2562F00,UserE360655,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User13840F3,User58E1C1E;User5B2911D;User609ACF4;User7D05A69;UserBE62B52;UserEFCC9A0,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserE6F45DF,User13840F3;User58E1C1E;User5B2911D;User609ACF4;User7D05A69;UserBE62B52;UserEFCC9A0,False
User6AACED,Train,0.0,FirstOnToLine,0.0,129-256,33-64,no prefix,User78DA0C4,User6AACED,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User84B716E,User9E4A1C3,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User8E16BAE,User87BE1D1,False
User6AACED,Train,0.0,FirstOnToLine,0.0,129-256,9-16,re,User163C635,User6AACED;User851301B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User41363E9,User3B77D41;User8C9FE30;UserBD125BA;UserF56A2E7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,UserCAD22F4,User1697E27;User33F0FED;User42F672D;User8025629;User973D89B;User9F8E9EC,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User245FA40,,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,no prefix,User59AE26D,User9E4A1C3,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,UserB3719FD,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,33-64,17-32,re,UserA3FD49,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,UserA1567B7,User6AACED,False
User6AACED,Train,0.0,SecondOnToLine,0.0,513-1023,3-4,no prefix,UserA0BA9A,User6AACED;UserA6C45D2;UserAD91283,True
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,UserD941B81,User33F0FED;UserC352446;UserED42C67,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,5-8,33-64,re,User73474CE,User33F0FED;UserC352446;UserD941B81;UserED42C67,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User2CC7C39,User83344A6,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User70BED0,User2A46605;User2A6CFAA;User2CC7C39;User83344A6;UserA7612DE,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User2167199,User25CAD56;User2A46605;User2A6CFAA;User2CC7C39;User4A751DB;User70BED0;User83344A6;UserA7612DE,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User763A11D,User2167199;User25CAD56;User2A46605;User2A6CFAA;User2CC7C39;User4A751DB;User70BED0;User83344A6;UserA7612DE,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User551DA5E,User2167199;User25CAD56;User2A46605;User2A6CFAA;User2CC7C39;User4A751DB;User70BED0;User763A11D;User83344A6;UserA7612DE,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User25CAD56,User2167199;User2A46605;User2A6CFAA;User2CC7C39;User4A751DB;User551DA5E;User70BED0;User763A11D;UserA7612DE,False
User6AACED,Train,0.0,FirstOnToLine,1.0,513-1023,33-64,no prefix,UserEA236B6,User6AACED,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,>64,no prefix,UserE924EF2,User6AACED,False
