user,dataset,FromMe,ToCcPosition,HasAttachments,BodyLength,SubjectLength,SubjectPrefix,Sender,repliedTo
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,UserD478CD0,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User2320191,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,UserD478CD0,False
User6AACED,Train,0.0,NotOnToOrCcLine,1.0,513-1023,33-64,no prefix,UserCF6B3EF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,UserB51C9D7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,>64,re,User2E73664,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,re,User28F67D4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,re,User43CAC43,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,re,User2DB62B7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,re,User19A1979,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,>64,re,UserB757848,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,no prefix,UserE68A047,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User2562F00,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,UserE68A047,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,User2562F00,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,UserE68A047,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserB10163B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,>64,re,User12117F6,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,17-32,no prefix,UserF126553,False
User6AACED,Train,0.0,NotOnToOrCcLine,1.0,>1023,>64,no prefix,UserD2CB94E,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User466D281,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User23959D6,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,>64,no prefix,UserE924EF2,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,no prefix,UserBF592BC,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,UserB925E8F,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,>64,no prefix,User830E2BE,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,9-16,no prefix,User57BB20,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User23959D6,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,re,User46F8047,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,>64,re,User46F8047,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User1B14AD1,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User87C38D5,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserC5ECECE,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User9AC3FCB,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,UserD91B3F4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User969BC99,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,UserD91B3F4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,User969BC99,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserB10163B,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User9243A92,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,no prefix,UserEC01A58,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,5-8,no prefix,User28F67D4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,1-4,5-8,re,User28F67D4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,5-8,re,User9BC00C,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,no prefix,User70CFFA9,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User8D9B5B2,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User5D070DA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,User53EBD4D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,fw,UserF3F14AF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,UserDDB8634,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserBB3463E,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserDDB8634,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,UserDDB8634,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User8FB33CF,False
User6AACED,Train,0.0,FirstOnToLine,0.0,129-256,17-32,no prefix,User49C5B2A,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,17-32,re,User49C5B2A,True
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,17-32,re,User49C5B2A,True
User6AACED,Train,0.0,SecondOnToLine,0.0,33-64,5-8,no prefix,User5C5E58A,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User830E2BE,False
User6AACED,Train,0.0,SecondOnToLine,0.0,33-64,33-64,re,User233961A,False
User6AACED,Train,0.0,FirstOnToLine,0.0,33-64,33-64,re,User233961A,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserB10163B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,UserDE18AE8,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User2E73664,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,UserE56C73A,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,no prefix,User56B3C34,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User1B14AD1,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User56B3C34,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User1B14AD1,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User56B3C34,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User466D281,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,User66D3EA6,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User3FB361C,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User7200A7A,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,>64,no prefix,UserE924EF2,False
User6AACED,Train,0.0,NotOnToOrCcLine,1.0,513-1023,17-32,no prefix,UserEA931D4,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,no prefix,UserBB545D0,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,9-16,re,User442F40A,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,re,User442F40A,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,9-16,re,UserBB545D0,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,UserC8E0967,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,>64,no prefix,User5CC768C,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User200BDB9,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User278F294,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User57F268B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User200BDB9,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User30119DF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User6D2C995,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User200BDB9,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User200BDB9,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User30119DF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User278F294,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,User200BDB9,False
User6AACED,Train,0.0,FirstOnToLine,0.0,65-128,33-64,re,UserB6543E0,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User30119DF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,fw,User3F4CE90,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,UserA02FFE4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,UserD14F6B8,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,33-64,re,UserA02FFE4,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,UserF126553,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,>64,no prefix,UserC7A6D2E,False
User6AACED,Train,0.0,ThirdOrLaterOnToLine,0.0,257-512,>64,no prefix,User55427C9,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,9-16,re,UserB217B4A,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,9-16,re,UserB530D0B,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,User500330E,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User9A43A3,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,UserE9241FE,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,UserB3719FD,False
User6AACED,Train,1.0,FirstOnToLine,1.0,17-32,5-8,no prefix,User6AACED,True
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User6C9A909,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User617F5B0,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserB10163B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,UserE6F509,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,UserE411D3F,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User511D52,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,re,UserE6F509,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User466D281,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User466D281,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,UserB3719FD,False
User6AACED,Train,0.0,FirstOnToLine,0.0,65-128,17-32,re,UserDECB727,False
User6AACED,Train,0.0,FirstOnCcLine,0.0,129-256,17-32,fw,UserDECB727,True
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,re,UserDECB727,True
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,17-32,re,UserE261C3E,True
User6AACED,Train,0.0,FirstOnToLine,0.0,129-256,17-32,re,UserDECB727,True
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,17-32,re,UserDECB727,True
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,User71B469C,True
User6AACED,Train,0.0,SecondOrLaterOnCcLine,0.0,513-1023,17-32,re,UserDECB727,True
User6AACED,Train,0.0,FirstOnToLine,1.0,>1023,17-32,re,UserE261C3E,False
User6AACED,Train,0.0,FirstOnToLine,1.0,513-1023,17-32,re,UserDECB727,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User4DB42B8,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserEF0A123,False
User6AACED,Train,0.0,FirstOnToLine,0.0,65-128,17-32,re,User851301B,True
User6AACED,Train,0.0,FirstOnToLine,0.0,65-128,17-32,re,User851301B,True
User6AACED,Train,0.0,FirstOnToLine,0.0,65-128,17-32,re,User851301B,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,User466D281,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserF357109,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User8A4AE21,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User830E2BE,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserB10163B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,no prefix,User98715B3,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA1567B7,False
User6AACED,Train,0.0,ThirdOrLaterOnToLine,0.0,65-128,17-32,fw,UserB6543E0,True
User6AACED,Train,0.0,FirstOnToLine,0.0,9-16,17-32,re,UserDAC8AF6,False
User6AACED,Train,0.0,FirstOnToLine,0.0,33-64,17-32,re,UserB6543E0,False
User6AACED,Train,0.0,ThirdOrLaterOnToLine,0.0,65-128,17-32,re,UserFC600DD,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,17-32,no prefix,UserB3719FD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,no prefix,User5ABE183,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,UserF168794,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserB0CB4B0,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User5ABE183,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User200BDB9,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User5ABE183,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User200BDB9,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User7A4D661,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User6856D30,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User7A4D661,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User73474CE,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,User35556B9,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserD8E5B1F,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User35556B9,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,UserD14F6B8,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,User35556B9,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA3CC346,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,no prefix,UserEC01A58,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,UserE22112B,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User4FE22EA,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User2F084FD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,9-16,33-64,re,UserE7430DD,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User32268E8,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserD478F01,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,UserC33BCAF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,UserC33BCAF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,UserD478F01,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User830E2BE,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,UserC6AEB99,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User442F40A,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,UserC6AEB99,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User442F40A,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,re,User9F702D2,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,fw,User2E73664,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,UserF148C4D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,9-16,33-64,re,User2662060,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,5-8,33-64,re,User266C0FC,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User6EEA070,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserF148C4D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User93A7BD1,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User51C7752,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,fw,User26DF064,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,re,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User830E2BE,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User4038970,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User66D3EA6,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User15BAA8B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User350B4BF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserCA8A5BB,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User15BAA8B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User350B4BF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserCA8A5BB,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User350B4BF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,33-64,re,User3458A78,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserC6FF2C5,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User35FE2C4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserC961B59,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserC6FF2C5,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,33-64,re,User35FE2C4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User35FE2C4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserFE8C5DE,False
User6AACED,Train,0.0,NotOnToOrCcLine,1.0,>1023,>64,no prefix,UserD2CB94E,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,UserC6AEB99,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,re,UserD14F6B8,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,re,UserC6AEB99,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,17-32,no prefix,User9DC0993,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserAA9C56F,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,User53EBD4D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,User53EBD4D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,User53EBD4D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User68DE151,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,9-16,17-32,re,User68DE151,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,UserEB58470,False
User6AACED,Train,0.0,NotOnToOrCcLine,1.0,129-256,9-16,fw,UserC2598C4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,9-16,re,UserF51595,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,9-16,re,User2E2B0F1,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,9-16,re,User851301B,False
User6AACED,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,UserA1567B7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,UserB51C9D7,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User1B14AD1,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserB12CC3E,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User4BA3E4A,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User39687CD,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User9E01B6D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User1B14AD1,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User830E2BE,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,UserA1567B7,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,17-32,no prefix,UserF108598,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,UserF357109,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,User93B72FE,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,User26DF064,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,17-32,re,User1585951,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,User8FCCD59,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,17-32,17-32,re,UserCA67D05,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserEA931D4,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,re,User3F4CE90,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User444C51D,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,no prefix,User555D5E4,False
User6AACED,Train,0.0,FirstOnToLine,0.0,>1023,17-32,no prefix,UserB5ED8CB,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User6D0BA63,False
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,9-16,no prefix,User9FE3F39,True
User6AACED,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserB10163B,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,UserE7981B0,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,User978173C,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserC1F56DF,False
User6AACED,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User57AD9BF,False
